CustomerId,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds
677,65,4,2,11,2,0,4,19,15
678,33,20,1,28,3,3,2,55,53
679,46,273,11,178,62,83,29,607,578
680,29,434,22,388,104,22,34,970,936
681,99,321,11,309,33,26,34,700,666
682,26,212,123,177,15,64,23,591,568
683,30,909,12,278,0,12,242,1211,969
684,27,1184,32,352,21,16,16,1605,1589
685,24,112,19,21,16,14,5,182,177
686,93,656,80,455,52,107,93,1350,1257
687,34,23,0,8,6,2,18,39,21
688,88,537,6,42,16,6,30,607,577
689,96,712,0,45,0,0,191,757,566
690,10,23,1,13,2,2,18,41,23
691,26,1,3,4,2,2,6,12,6
692,49,664,58,83,32,0,66,837,771
693,11,6,10,21,19,14,42,70,28
694,44,299,5,201,21,21,49,547,498
695,75,99,13,66,43,8,4,229,225
696,64,749,40,294,121,160,147,1364,1217
697,19,345,25,501,63,138,80,1072,992
698,45,9,4,18,7,5,5,43,38
699,77,440,81,368,0,122,174,1011,837
700,9,8,2,5,3,0,3,18,15
701,1,670,9,249,0,28,9,956,947
702,90,524,0,134,28,28,155,714,559
703,43,6,0,6,2,1,1,15,14
704,79,597,166,597,172,166,249,1698,1449
705,19,7,0,12,13,7,32,39,7
706,99,54,0,7,0,0,4,61,57
707,62,445,25,706,80,76,48,1332,1284
708,41,294,142,218,164,58,151,876,725
709,60,292,3,77,10,3,26,385,359
710,17,412,22,132,59,28,183,653,470
711,24,8,0,3,0,0,0,11,11
712,60,349,4,78,6,0,43,437,394
713,57,328,9,124,12,24,109,497,388
714,74,144,2,99,7,2,30,254,224
715,22,1126,28,211,37,28,42,1430,1388
716,46,967,0,617,43,50,0,1677,1677
717,69,432,79,341,177,136,170,1165,995
718,29,138,39,63,55,18,21,313,292
719,37,0,0,1,7,4,6,12,6
720,26,509,133,497,78,24,97,1241,1144
721,8,948,10,86,13,21,21,1078,1057
722,26,39,2,25,4,3,24,73,49
723,79,28,1,21,3,0,10,53,43
724,71,13,11,24,13,8,40,69,29
725,83,307,26,360,138,31,40,862,822
726,57,901,31,345,75,31,191,1383,1192
727,37,2,5,12,4,8,7,31,24
728,30,283,17,372,138,106,44,916,872
729,34,4,3,7,0,3,11,17,6
730,0,769,80,252,15,34,65,1150,1085
731,89,518,42,742,55,56,84,1413,1329
732,92,350,8,66,17,4,4,445,441
733,87,445,53,213,104,98,151,913,762
734,20,778,178,689,41,27,44,1713,1669
735,56,709,93,374,104,80,80,1360,1280
736,28,359,35,314,93,116,89,917,828
737,55,799,12,375,16,12,12,1214,1202
738,25,895,10,101,13,0,152,1019,867
739,0,40,2,23,0,4,23,69,46
740,86,76,0,7,0,0,16,83,67
741,8,11,5,22,12,5,11,55,44
742,33,245,16,223,21,43,16,548,532
743,13,647,107,391,175,67,40,1387,1347
744,12,39,1,9,2,1,34,52,18
745,92,203,35,305,46,17,227,606,379
746,90,138,3,38,4,0,59,183,124
747,8,587,51,898,247,0,86,1783,1697
748,6,595,97,291,127,133,121,1243,1122
749,91,43,12,23,29,15,61,122,61
750,52,301,7,74,10,0,58,392,334
751,3,180,32,348,76,32,90,668,578
752,57,794,115,243,150,0,205,1302,1097
753,9,392,5,91,28,26,112,542,430
754,22,39,1,22,3,4,12,69,57
755,76,107,2,12,2,2,12,125,113
756,86,13,0,3,0,0,0,16,16
757,64,70,0,17,0,0,6,87,81
758,90,680,11,392,75,0,0,1158,1158
759,79,26,1,11,0,1,4,39,35
760,28,522,0,522,227,120,134,1391,1257
761,86,412,12,546,78,182,0,1230,1230
762,42,6,5,5,8,0,5,24,19
763,39,2,3,6,4,1,9,16,7
764,8,1,3,8,2,5,5,19,14
765,40,6,2,15,6,6,3,35,32
766,5,4,12,5,3,16,17,40,23
767,96,18,2,19,0,2,6,41,35
768,28,324,48,186,39,18,198,615,417
769,22,327,9,125,25,4,139,490,351
770,30,229,27,71,13,3,34,343,309
771,45,521,168,706,80,76,61,1551,1490
772,58,184,23,446,30,23,23,706,683
773,49,4,8,11,12,2,13,37,24
774,37,183,2,64,7,2,12,258,246
775,70,31,19,35,26,14,52,125,73
776,33,219,3,60,12,9,12,303,291
777,98,479,28,136,75,14,35,732,697
778,17,584,44,212,46,8,177,894,717
779,54,627,91,597,159,91,15,1565,1550
780,39,24,1,16,12,2,5,55,50
781,81,330,5,159,36,27,16,557,541
782,71,19,1,10,2,1,8,33,25
783,62,28,23,29,29,14,47,123,76
784,8,606,148,228,15,148,22,1145,1123
785,76,1039,43,204,153,58,29,1497,1468
786,66,411,0,26,0,0,21,437,416
787,83,34,1,19,2,7,0,63,63
788,28,161,28,136,32,3,45,360,315
789,87,623,53,178,23,17,133,894,761
790,43,604,26,470,123,161,94,1384,1290
791,0,3,10,8,3,16,32,40,8
792,1,12,2,17,6,1,10,38,28
793,1,184,174,256,50,30,32,694,662
794,72,393,0,239,90,69,69,791,722
795,72,410,73,747,76,161,30,1467,1437
796,12,376,9,83,19,4,4,491,487
797,89,7,2,4,2,1,4,16,12
798,67,68,0,226,51,157,68,502,434
799,54,642,14,49,0,7,57,712,655
800,34,8,7,9,13,6,12,43,31
801,15,840,53,804,23,71,17,1791,1774
802,43,7,10,13,3,11,11,44,33
803,0,464,5,64,7,0,37,540,503
804,74,30,3,47,19,21,42,120,78
805,61,1492,38,287,50,57,33,1924,1891
806,51,752,122,476,39,153,34,1542,1508
807,97,1279,15,287,20,0,15,1601,1586
808,75,22,1,8,2,1,2,34,32
809,83,860,28,409,73,56,56,1426,1370
810,23,3,0,5,13,0,1,21,20
811,65,10,5,28,11,1,8,55,47
812,94,351,16,156,7,5,145,535,390
813,42,421,5,90,0,16,10,532,522
814,10,2,5,7,0,18,18,32,14
815,94,25,1,9,2,1,1,38,37
816,50,336,123,274,46,123,141,902,761
817,46,191,9,97,0,6,82,303,221
818,98,563,50,774,28,31,187,1446,1259
819,42,31,0,6,0,1,8,38,30
820,30,479,5,82,7,17,171,590,419
821,11,18,6,15,12,8,17,59,42
822,61,91,65,52,10,44,28,262,234
823,12,5,7,24,19,14,20,69,49
824,76,2,14,28,16,3,7,63,56
825,2,362,50,431,134,35,54,1012,958
826,43,724,74,929,97,55,130,1879,1749
827,27,605,91,399,0,45,205,1140,935
828,60,547,7,140,0,7,63,701,638
829,79,104,1,54,13,9,14,181,167
830,96,8,2,15,0,10,18,35,17
831,17,224,2,25,7,0,110,258,148
832,0,384,0,102,21,32,5,539,534
833,38,556,54,845,202,133,63,1790,1727
834,43,24,0,2,0,0,9,26,17
835,1,408,0,21,0,0,17,429,412
836,25,265,199,303,234,9,170,1010,840
837,2,34,0,7,0,0,0,41,41
838,66,374,64,116,84,25,64,663,599
839,49,27,2,10,0,0,1,39,38
840,5,600,20,350,29,30,33,1029,996
841,71,13,2,18,6,1,0,40,40
842,35,167,2,89,0,0,34,258,224
843,94,0,2,3,4,1,5,10,5
844,80,46,35,69,84,41,66,275,209
845,61,88,39,78,58,13,93,276,183
846,29,243,11,119,10,3,15,386,371
847,0,275,11,68,25,7,7,386,379
848,80,6,0,4,0,0,0,10,10
849,54,121,62,90,68,20,125,361,236
850,71,4,12,15,19,7,12,57,45
851,27,1308,0,396,23,0,0,1727,1727
852,61,515,47,267,62,66,38,957,919
853,55,4,0,16,17,4,4,41,37
854,35,48,13,57,24,15,25,157,132
855,34,562,58,168,43,16,142,847,705
856,95,769,22,500,210,143,33,1644,1611
857,64,379,4,93,12,9,98,497,399
858,30,29,12,59,19,1,36,120,84
859,12,387,68,569,89,45,68,1158,1090
860,96,12,23,38,30,18,7,121,114
861,16,6,10,12,3,15,40,46,6
862,16,27,1,14,4,1,21,47,26
863,78,9,1,5,0,0,1,15,14
864,83,22,0,19,6,5,3,52,49
865,96,899,102,838,133,102,40,2074,2034
866,67,889,55,685,168,92,129,1889,1760
867,87,189,2,55,0,5,12,251,239
868,34,48,0,2,0,0,5,50,45
869,46,230,14,156,82,24,58,506,448
870,7,852,60,207,78,36,48,1233,1185
871,73,35,3,20,4,1,20,63,43
872,54,205,20,47,23,2,56,297,241
873,93,255,31,446,40,56,175,828,653
874,52,0,0,1,8,3,2,12,10
875,53,437,8,206,160,49,42,860,818
876,81,825,8,53,11,0,242,897,655
877,8,316,58,161,76,51,135,662,527
878,97,756,138,354,160,169,61,1577,1516
879,50,194,55,134,15,0,3,398,395
880,38,7,17,18,6,10,26,58,32
881,61,183,33,493,59,103,57,871,814
882,46,171,0,11,0,1,20,183,163
883,73,243,101,405,29,40,40,818,778
884,19,181,21,69,39,3,96,313,217
885,10,151,7,89,0,7,28,254,226
886,94,494,92,391,194,11,241,1182,941
887,10,464,28,873,29,18,37,1412,1375
888,37,5,1,5,10,0,7,21,14
889,94,29,0,29,0,5,4,63,59
890,23,102,9,49,24,3,12,187,175
891,75,604,28,674,91,28,28,1425,1397
892,40,571,12,523,63,60,24,1229,1205
893,24,953,0,71,0,0,174,1024,850
894,11,63,3,67,8,9,28,150,122
895,29,770,29,890,250,27,24,1966,1942
896,51,398,61,265,138,61,53,923,870
897,86,741,19,154,50,9,28,973,945
898,9,1478,19,403,0,19,0,1919,1919
899,30,156,29,56,30,32,47,303,256
900,73,960,64,464,146,0,16,1634,1618
901,25,38,0,2,0,0,6,40,34
902,67,315,26,473,220,12,182,1046,864
903,67,15,20,25,2,7,26,69,43
904,58,19,6,20,0,5,12,50,38
905,82,812,99,431,237,149,33,1728,1695
906,98,73,28,217,10,24,115,352,237
907,93,372,23,384,250,12,108,1041,933
908,53,871,111,704,145,55,166,1886,1720
909,66,375,152,335,93,91,81,1046,965
910,6,760,80,466,17,13,80,1336,1256
911,42,471,0,510,99,21,12,1101,1089
912,78,31,9,27,16,9,33,92,59
913,29,819,0,72,12,0,63,903,840
914,82,1,4,3,8,9,7,25,18
915,92,203,35,305,46,17,227,606,379
916,78,26,0,15,2,1,2,44,42
917,54,354,21,311,167,75,32,928,896
918,45,1253,0,447,23,71,35,1794,1759
919,59,371,17,238,23,24,106,673,567
920,8,588,7,76,110,15,15,796,781
921,51,480,86,249,75,86,144,976,832
922,51,517,12,54,16,6,120,605,485
923,76,267,98,606,48,70,98,1089,991
924,62,1111,24,790,160,45,172,2130,1958
925,86,7,7,14,7,16,15,51,36
926,60,1166,0,48,0,0,36,1214,1178
927,56,261,42,144,55,48,133,550,417
928,83,135,25,51,23,25,46,259,213
929,92,6,2,18,2,8,14,36,22
930,31,711,28,142,49,18,47,948,901
931,80,11,0,13,2,4,11,30,19
932,39,42,0,17,0,0,18,59,41
933,20,79,7,58,6,3,18,153,135
934,53,20,6,43,19,5,38,93,55
935,84,30,0,8,2,0,14,40,26
936,50,20,2,23,3,1,4,49,45
937,96,115,27,44,4,146,139,336,197
938,94,263,5,233,69,41,83,611,528
939,25,69,2,15,2,2,6,90,84
940,48,267,3,30,4,0,57,304,247
941,65,561,85,171,25,123,114,965,851
942,69,492,0,37,7,0,42,536,494
943,12,14,7,9,6,16,12,52,40
944,84,80,4,46,0,17,2,147,145
945,47,97,12,84,13,10,15,216,201
946,87,197,107,227,7,59,131,597,466
947,35,693,21,925,31,24,84,1694,1610
948,47,43,2,27,0,9,12,81,69
949,48,14,0,2,0,0,7,16,9
950,46,186,36,234,86,72,48,614,566
951,27,434,137,400,45,137,45,1153,1108
952,37,59,0,11,4,2,5,76,71
953,8,16,5,30,8,7,26,66,40
954,29,230,35,75,63,57,31,460,429
955,85,829,138,430,60,92,15,1549,1534
956,2,318,8,407,150,35,8,918,910
957,66,1206,55,445,168,18,18,1892,1874
958,60,292,3,77,10,3,26,385,359
959,54,30,9,12,2,11,30,64,34
960,70,729,17,133,11,0,195,890,695
961,55,12,1,3,0,0,7,16,9
962,20,2,1,1,1,0,1,5,4
963,78,22,3,18,0,0,11,43,32
964,63,587,43,337,42,87,54,1096,1042
965,17,674,168,108,192,42,231,1184,953
966,43,284,3,84,4,7,23,382,359
967,13,1023,93,651,49,55,37,1871,1834
968,46,1394,22,708,89,91,182,2304,2122
969,65,311,26,640,180,37,121,1194,1073
970,1,27,0,12,0,1,5,40,35
971,6,1296,17,311,45,69,51,1738,1687
972,32,3,6,7,0,0,3,16,13
973,34,393,5,136,7,5,27,546,519
974,70,218,63,282,137,35,70,735,665
975,49,66,0,16,0,6,20,88,68
976,65,4,2,11,2,0,4,19,15
977,25,795,0,545,95,58,0,1493,1493
978,84,15,10,19,8,17,20,69,49
979,7,384,25,292,130,41,64,872,808
980,34,244,8,32,7,2,50,293,243
981,38,158,19,288,25,0,38,490,452
982,1,1285,21,449,106,20,20,1881,1861
983,25,349,16,144,28,5,182,542,360
984,25,4,12,11,3,13,15,43,28
985,50,223,2,31,0,2,39,258,219
986,46,157,43,127,68,56,37,451,414
987,96,397,46,288,20,38,70,789,719
988,57,901,31,345,75,31,191,1383,1192
989,47,14,3,21,2,1,28,41,13
990,52,10,0,3,0,0,4,13,9
991,30,1230,0,396,232,178,158,2036,1878
992,63,81,1,31,2,1,0,116,116
993,51,154,20,66,0,12,27,252,225
994,14,63,0,21,7,0,12,91,79
995,20,30,0,11,0,0,3,41,38
996,56,90,67,165,30,43,11,395,384
997,41,635,114,254,132,152,76,1287,1211
998,72,127,4,73,15,6,11,225,214
999,1,13,3,6,6,5,6,33,27
1000,27,18,42,24,15,20,18,119,101
1001,77,45,2,26,4,1,1,78,77
1002,87,38,1,24,0,0,0,63,63
1003,81,986,36,168,16,0,108,1206,1098
1004,51,61,0,3,0,0,7,64,57
1005,79,4,9,16,17,0,12,46,34
1006,11,201,53,172,116,77,83,619,536
1007,54,19,8,29,0,12,26,68,42
1008,93,4,8,11,19,12,26,54,28
1009,0,18,0,2,0,0,2,20,18
1010,54,806,80,161,120,11,33,1178,1145
1011,21,380,98,733,110,112,28,1433,1405
1012,58,576,172,961,125,115,19,1949,1930
1013,3,458,81,356,106,50,40,1051,1011
1014,99,5,10,13,3,8,16,39,23
1015,70,350,60,568,110,133,145,1221,1076
1016,65,39,33,130,41,26,44,269,225
1017,44,26,1,16,2,2,15,47,32
1018,6,68,0,16,0,0,8,84,76
1019,9,45,3,9,4,4,7,65,58
1020,95,359,0,134,13,26,123,532,409
1021,70,403,24,29,6,24,218,486,268
1022,92,34,1,14,0,0,5,49,44
1023,62,73,18,66,7,12,2,176,174
1024,85,292,30,415,63,33,200,833,633
1025,2,14,0,16,0,0,6,30,24
1026,0,80,1,37,0,1,3,119,116
1027,91,30,11,33,13,6,29,93,64
1028,3,463,96,333,168,53,10,1113,1103
1029,68,75,12,141,43,39,187,310,123
1030,98,538,13,91,17,6,26,665,639
1031,41,635,114,254,132,152,76,1287,1211
1032,16,8,0,3,0,0,1,11,10
1033,82,1315,22,780,145,0,178,2262,2084
1034,1,4,2,12,7,5,26,30,4
1035,64,12,0,13,2,0,10,27,17
1036,68,347,44,534,17,0,26,942,916
1037,98,192,5,53,0,5,15,255,240
1038,32,241,0,12,0,0,25,253,228
1039,87,631,28,491,30,14,56,1194,1138
1040,84,336,28,282,184,54,54,884,830
1041,3,1099,0,45,0,0,34,1144,1110
1042,34,743,19,181,12,0,200,955,755
1043,23,124,83,267,85,59,35,618,583
1044,37,15,0,8,4,2,20,29,9
1045,22,397,19,69,12,0,9,497,488
1046,19,10,4,4,3,3,14,24,10
1047,7,530,117,678,134,44,147,1503,1356
1048,52,1215,33,249,64,116,149,1677,1528
1049,91,3,2,7,0,4,2,16,14
1050,93,444,44,382,11,8,17,889,872
1051,78,26,0,15,2,1,2,44,42
1052,23,736,114,279,82,76,190,1287,1097
1053,83,473,21,176,19,21,56,710,654
1054,92,32,0,5,2,0,8,39,31
1055,4,288,10,30,4,10,125,342,217
1056,32,1050,178,555,77,138,118,1998,1880
1057,27,1001,44,107,58,44,44,1254,1210
1058,10,9,1,7,0,3,2,20,18
1059,9,234,14,77,19,10,42,354,312
1060,65,7,2,6,2,0,3,17,14
1061,68,251,108,334,65,92,117,850,733
1062,16,172,10,125,21,13,16,341,325
1063,12,565,42,548,64,83,99,1302,1203
1064,95,5,0,8,2,0,0,15,15
1065,16,918,57,842,99,38,133,1954,1821
1066,46,652,8,158,21,0,142,839,697
1067,3,4,1,7,2,1,2,15,13
1068,80,152,27,103,106,54,81,442,361
1069,77,8,0,9,2,1,3,20,17
1070,0,336,130,411,240,32,43,1149,1106
1071,62,938,19,843,25,95,38,1920,1882
1072,91,68,8,18,19,8,12,121,109
1073,24,227,23,389,42,21,75,702,627
1074,2,38,4,22,3,3,3,70,67
1075,22,105,0,9,2,1,4,117,113
1076,56,162,50,100,55,30,27,397,370
1077,54,574,8,216,21,16,33,835,802
1078,71,160,80,369,67,39,41,715,674
1079,38,6,0,5,0,0,1,11,10
1080,62,614,35,160,58,35,35,902,867
1081,78,897,161,430,186,161,27,1835,1808
1082,18,70,54,109,80,9,45,322,277
1083,95,120,19,206,25,19,54,389,335
1084,66,211,2,30,7,7,10,257,247
1085,28,11,0,16,7,6,21,40,19
1086,78,760,53,400,17,93,0,1323,1323
1087,13,53,0,8,0,0,2,61,59
1088,27,7,4,13,15,8,17,47,30
1089,17,391,32,70,21,32,16,546,530
1090,71,199,9,57,20,21,6,306,300
1091,79,516,56,449,86,33,16,1140,1124
1092,1,709,45,115,30,160,45,1059,1014
1093,78,12,0,4,0,0,0,16,16
1094,23,1000,19,711,125,115,38,1970,1932
1095,75,19,3,18,3,1,0,44,44
1096,70,1224,28,140,0,14,168,1406,1238
1097,10,16,2,18,3,0,24,39,15
1098,24,88,39,54,64,28,153,273,120
1099,47,2,23,11,8,6,46,50,4
1100,98,508,11,59,23,5,29,606,577
1101,4,381,28,215,84,28,21,736,715
1102,15,74,0,42,2,1,6,119,113
1103,67,146,0,93,7,13,73,259,186
1104,32,23,17,23,43,20,9,126,117
1105,40,110,5,137,26,23,29,301,272
1106,54,165,3,147,4,24,41,343,302
1107,78,957,47,494,82,47,95,1627,1532
1108,94,41,0,17,3,1,16,62,46
1109,51,1,3,4,2,3,11,13,2
1110,42,176,29,818,0,33,112,1056,944
1111,67,815,8,53,11,0,70,887,817
1112,87,6,1,2,2,0,4,11,7
1113,29,8,4,20,6,3,16,41,25
1114,89,717,42,864,219,30,84,1872,1788
1115,74,1067,138,750,0,19,39,1974,1935
1116,97,166,5,107,11,8,29,297,268
1117,63,29,4,34,2,4,4,73,69
1118,88,714,76,395,116,0,12,1301,1289
1119,34,8,4,10,2,2,4,26,22
1120,81,229,5,56,3,2,20,295,275
1121,65,320,48,133,39,72,48,612,564
1122,51,23,0,26,7,15,3,71,68
1123,76,1,5,8,4,8,20,26,6
1124,76,56,0,12,0,0,18,68,50
1125,84,508,124,249,50,38,134,969,835
1126,56,29,0,25,2,2,3,58,55
1127,31,46,7,59,2,4,27,118,91
1128,0,454,0,171,8,19,32,652,620
1129,91,350,3,39,0,0,19,392,373
1130,40,10,0,8,0,0,9,18,9
1131,59,735,40,183,52,20,30,1030,1000
1132,96,897,126,196,91,112,37,1422,1385
1133,61,5,2,3,3,0,5,13,8
1134,14,777,35,731,39,137,114,1719,1605
1135,16,162,6,37,6,13,13,224,211
1136,98,35,0,11,0,0,2,46,44
1137,11,342,9,112,19,14,19,496,477
1138,52,258,105,239,237,172,9,1011,1002
1139,19,658,80,483,123,13,13,1357,1344
1140,61,356,80,329,138,17,106,920,814
1141,73,213,5,28,7,7,41,260,219
1142,0,454,0,171,8,19,32,652,620
1143,74,457,4,29,0,0,9,490,481
1144,55,241,45,604,34,26,54,950,896
1145,48,210,0,6,0,0,2,216,214
1146,53,441,35,83,7,29,11,595,584
1147,13,19,13,18,10,7,8,67,59
1148,34,28,9,37,12,7,13,93,80
1149,54,476,75,162,29,151,97,893,796
1150,69,364,40,425,158,60,50,1047,997
1151,81,0,0,2,3,3,8,8,0
1152,99,0,6,3,7,6,12,22,10
1153,3,863,83,547,86,99,33,1678,1645
1154,61,349,7,35,0,0,47,391,344
1155,65,5,23,15,0,18,14,61,47
1156,93,184,2,19,8,8,4,221,217
1157,24,8,0,8,0,0,2,16,14
1158,8,277,21,64,62,21,25,445,420
1159,72,44,5,19,0,4,19,72,53
1160,29,1156,120,915,94,144,96,2429,2333
1161,33,373,14,83,6,9,19,485,466
1162,68,134,8,76,6,0,11,224,213
1163,55,1148,0,60,0,0,24,1208,1184
1164,76,6,12,3,21,6,40,48,8
1165,17,4,1,11,0,0,1,16,15
1166,94,5,4,8,2,0,5,19,14
1167,86,24,2,20,2,2,10,50,40
1168,25,899,0,101,0,0,20,1000,980
1169,22,108,1,28,13,1,4,151,147
1170,15,27,2,7,0,2,13,38,25
1171,35,816,66,549,216,66,99,1713,1614
1172,81,1298,0,70,37,14,42,1419,1377
1173,55,10,0,11,17,29,29,67,38
1174,94,87,13,34,10,6,10,150,140
1175,50,57,2,51,4,2,23,116,93
1176,64,635,15,100,20,7,131,777,646
1177,91,43,12,23,29,15,61,122,61
1178,11,964,34,137,15,0,11,1150,1139
1179,72,572,8,259,34,35,80,908,828
1180,6,341,142,113,259,151,66,1006,940
1181,0,63,6,57,13,13,22,152,130
1182,66,221,104,169,102,78,84,674,590
1183,42,140,3,29,4,5,14,181,167
1184,60,1,2,8,4,3,13,18,5
1185,64,291,10,689,84,10,0,1084,1084
1186,87,544,13,85,8,6,29,656,627
1187,96,684,100,801,21,66,0,1672,1672
1188,1,1,12,9,0,14,7,36,29
1189,54,35,0,4,0,0,10,39,29
1190,53,87,3,25,3,2,13,120,107
1191,96,309,3,24,4,3,20,343,323
1192,58,172,73,93,95,78,34,511,477
1193,12,625,38,242,50,34,76,989,913
1194,78,972,59,913,25,19,59,1988,1929
1195,64,157,6,39,6,13,75,221,146
1196,26,48,9,45,3,15,20,120,100
1197,8,279,83,88,32,14,34,496,462
1198,49,132,0,16,0,0,4,148,144
1199,56,919,0,505,99,30,45,1553,1508
1200,55,62,0,22,3,1,26,88,62
1201,25,1,45,3,4,6,42,59,17
1202,50,2,6,4,3,1,9,16,7
1203,84,408,61,109,48,122,41,748,707
1204,30,51,1,7,2,1,25,62,37
1205,81,62,1,16,3,2,6,84,78
1206,74,952,12,180,47,12,12,1203,1191
1207,76,618,15,106,20,7,45,766,721
1208,36,11,7,12,2,2,27,34,7
1209,64,318,3,17,4,7,56,349,293
1210,62,56,0,14,0,0,2,70,68
1211,53,110,5,59,7,1,7,182,175
1212,86,23,0,11,2,1,3,37,34
1213,15,27,5,8,8,3,12,51,39
1214,67,18,3,19,3,3,6,46,40
1215,47,18,0,9,0,1,11,28,17
1216,47,303,0,280,60,147,15,790,775
1217,81,97,1,19,2,0,11,119,108
1218,98,997,15,414,99,30,76,1555,1479
1219,56,5,4,13,8,0,4,30,26
1220,48,95,11,35,0,4,7,145,138
1221,18,1,6,2,3,6,3,18,15
1222,74,46,1,12,3,0,9,62,53
1223,68,411,106,147,54,115,66,833,767
1224,36,244,51,270,101,0,45,666,621
1225,90,152,9,121,12,12,45,306,261
1226,65,1,1,3,1,1,1,7,6
1227,63,10,17,18,8,26,40,79,39
1228,82,12,0,5,0,0,4,17,13
1229,63,5,0,4,0,0,1,9,8
1230,55,790,19,133,12,0,19,954,935
1231,64,882,29,514,38,29,44,1492,1448
1232,51,615,28,259,12,48,30,962,932
1233,97,1004,59,265,115,59,27,1502,1475
1234,92,133,27,421,13,195,71,789,718
1235,51,595,23,123,10,23,154,774,620
1236,72,293,0,87,4,11,23,395,372
1237,39,313,15,47,20,0,192,395,203
1238,49,151,81,86,168,91,64,577,513
1239,21,15,0,2,0,0,6,17,11
1240,91,736,63,946,219,189,126,2153,2027
1241,37,15,0,8,4,2,20,29,9
1242,98,982,17,672,23,34,51,1728,1677
1243,85,1142,51,415,90,69,37,1767,1730
1244,40,28,0,11,0,0,9,39,30
1245,2,46,0,12,0,2,23,60,37
1246,78,897,161,430,186,161,27,1835,1808
1247,41,489,6,152,8,6,132,661,529
1248,94,25,4,9,6,8,32,52,20
1249,10,145,1,33,2,1,1,182,181
1250,73,630,26,611,44,18,54,1329,1275
1251,22,760,38,104,50,9,38,961,923
1252,30,420,15,186,151,38,15,810,795
1253,21,125,17,52,3,19,30,216,186
1254,51,464,5,64,7,0,70,540,470
1255,97,6,6,29,12,15,8,68,60
1256,56,1090,12,96,16,12,60,1226,1166
1257,4,3,2,11,2,2,10,20,10
1258,77,24,0,27,8,30,10,89,79
1259,95,737,21,106,55,63,210,982,772
1260,36,254,6,71,4,0,27,335,308
1261,13,817,185,687,145,55,241,1889,1648
1262,90,620,54,239,99,98,119,1110,991
1263,49,13,4,20,0,0,1,37,36
1264,18,113,61,204,34,26,47,438,391
1265,89,7,23,78,133,49,144,290,146
1266,43,16,2,18,2,1,5,39,34
1267,82,462,0,24,6,0,4,492,488
1268,84,22,2,10,6,4,34,44,10
1269,80,968,147,842,137,42,210,2136,1926
1270,68,283,112,151,51,72,125,669,544
1271,12,1,2,5,6,0,3,14,11
1272,75,14,1,7,2,1,1,25,24
1273,10,30,5,24,6,3,8,68,60
1274,91,4,0,5,0,1,5,10,5
1275,21,52,0,9,0,0,1,61,60
1276,28,62,1,57,19,11,48,150,102
1277,97,20,2,14,3,0,10,39,29
1278,49,545,7,114,37,21,78,724,646
1279,14,558,79,622,207,175,95,1641,1546
1280,5,6,5,4,13,4,25,32,7
1281,62,1111,24,790,160,45,172,2130,1958
1282,83,4,6,8,6,3,10,27,17
1283,48,183,5,65,3,5,49,261,212
1284,94,546,72,376,94,145,72,1233,1161
1285,61,606,7,155,10,0,54,778,724
1286,70,266,6,51,8,6,64,337,273
1287,43,1142,29,249,38,29,14,1487,1473
1288,23,1074,0,69,0,0,46,1143,1097
1289,37,771,51,154,54,10,154,1040,886
1290,50,371,32,189,0,58,6,650,644
1291,78,556,14,717,210,0,43,1497,1454
1292,74,202,5,74,11,5,14,297,283
1293,14,209,162,209,41,162,37,783,746
1294,77,35,40,111,36,40,12,262,250
1295,39,37,0,17,0,0,3,54,51
1296,89,171,45,73,59,10,90,358,268
1297,62,12,2,20,3,2,5,39,34
1298,59,44,4,21,6,0,27,75,48
1299,68,20,2,9,4,6,20,41,21
1300,13,779,86,537,34,69,138,1505,1367
1301,37,170,6,97,24,12,88,309,221
1302,36,491,48,231,112,105,134,987,853
1303,28,173,8,107,7,2,176,297,121
1304,2,7,10,13,16,0,4,46,42
1305,17,1205,0,235,19,14,205,1473,1268
1306,86,10,7,25,6,3,7,51,44
1307,54,97,4,44,6,1,18,152,134
1308,2,67,11,26,4,3,262,111,-151
1309,3,345,53,528,98,75,97,1099,1002
1310,84,6,5,17,3,24,46,55,9
1311,8,73,57,100,71,15,0,316,316
1312,4,711,36,217,172,96,168,1232,1064
1313,57,774,70,118,182,187,93,1331,1238
1314,24,163,0,480,0,126,75,769,694
1315,51,82,33,54,71,30,41,270,229
1316,29,358,108,413,141,97,32,1117,1085
1317,13,66,2,40,4,3,14,115,101
1318,23,13,6,7,0,3,3,29,26
1319,36,139,13,78,20,13,36,263,227
1320,88,274,0,21,4,6,15,305,290
1321,2,262,6,61,0,10,102,339,237
1322,3,1099,0,45,0,0,34,1144,1110
1323,15,32,0,8,23,4,18,67,49
1324,58,2,4,2,0,11,5,19,14
1325,11,6,10,21,19,14,42,70,28
1326,27,6,7,4,3,4,6,24,18
1327,32,135,46,92,65,61,11,399,388
1328,12,641,7,84,0,30,38,762,724
1329,88,714,76,395,116,0,12,1301,1289
1330,91,794,73,573,0,29,14,1469,1455
1331,12,420,0,452,182,64,140,1118,978
1332,21,1,2,7,4,3,11,17,6
1333,23,86,12,75,33,15,6,221,215
1334,10,823,25,459,124,29,95,1460,1365
1335,35,231,161,215,171,30,53,808,755
1336,69,8,15,27,0,20,33,70,37
1337,68,182,17,259,77,70,29,605,576
1338,85,557,129,984,193,37,18,1900,1882
